state,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
Mississippi,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/mississippi-large.png,0.0,0.0,0.0,0.335,0.335,0.335,0.335,0.335,0.335,1.006,2.013,2.684,4.361,4.696,5.367,6.709,7.38,8.722,9.728,11.741,14.425,17.108,20.127,22.476,25.495,27.507,31.197,32.204,32.875,37.236,40.926,43.274,46.964,50.989,53.337,56.692,61.388,64.743,67.427,70.11,74.136,76.148,76.819,80.174,83.864,87.554,94.263,97.618,101.643,103.991,114.726,125.46,132.84,137.201,141.227,144.246,145.923,153.303,155.987,161.019,165.38,171.082,174.772,176.785,185.842,191.21,194.564,199.596,206.641,209.66,213.014,218.717,224.755,232.471,238.174,242.534,246.224,247.902,257.294,262.326,266.352,269.371,272.055,274.067,280.776,284.131,291.176,291.176,295.536,298.22,298.891,300.233,306.942,314.657,314.657,314.657,314.657,314.657,328.076,331.766,339.146,340.823,342.836,347.197,348.538,355.248,359.944,362.963,366.318,370.008,371.349,372.691,373.698,388.458,398.521,403.889,407.579,412.61,418.984,419.32,426.7,432.738,438.776,446.827,451.523,454.542,455.549,465.948,477.353,481.714,490.772,495.803,500.835,502.513,516.602,524.317,540.419,557.863,567.926,571.281,573.965,588.054,605.162,612.207,619.922,628.644,636.024,641.391,652.126,667.221,674.601,685.336,697.748,699.09,702.78,713.514,725.591,734.648,742.699,750.414,751.421,754.104,776.58,796.036,804.758,809.454,814.151,818.847,829.582,836.291,847.361,850.716,858.096,861.786,866.817,867.153,867.153,879.9,890.97,895.667,900.698,904.724,907.743,917.136,924.516,932.567,936.592,942.295,942.63,942.63,954.707,962.758,964.1
Wyoming,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/wyoming-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.731,1.731,1.731,3.463,3.463,3.463,3.463,3.463,3.463,10.388,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,12.119,13.85,17.313,17.313,19.044,20.776,20.776,20.776,20.776,20.776,22.507,24.238,25.969,25.969,27.701,27.701,29.432,29.432,29.432,29.432,29.432,29.432,29.432,29.432,29.432,31.163,31.163,31.163,31.163,31.163,31.163,31.163,31.163,31.163,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,34.626,36.357,36.357,36.357,36.357,36.357,36.357,36.357,38.089,38.089,41.551,41.551,41.551,43.282,41.551,43.282,43.282,43.282,43.282,43.282,43.282,43.282,45.014,45.014,45.014,45.014,45.014,45.014,46.745,46.745,46.745,46.745,48.476,48.476,48.476,48.476,50.208,50.208,51.939,51.939,51.939,51.939,51.939,51.939,58.864,58.864,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,64.058,70.983,70.983,72.715,72.715,72.715,72.715,72.715,72.715,72.715,72.715,72.715,72.715,72.715,72.715,86.565,84.834,84.834,84.834,84.834,84.834,84.834,86.565,86.565
Illinois,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/illinois-large.png,0.0,0.079,0.079,0.314,0.393,0.472,0.707,0.943,1.258,1.493,2.044,2.672,3.694,5.187,5.738,7.781,11.082,12.811,16.505,19.178,21.536,24.129,24.208,36.312,36.312,46.923,53.21,56.59,62.721,68.223,74.589,84.256,88.972,98.954,101.391,106.028,115.381,123.005,132.672,141.082,147.37,151.929,155.859,167.019,174.093,185.097,193.114,201.131,205.768,208.99,222.745,233.749,244.516,254.734,263.223,267.703,271.868,283.029,298.041,308.73,319.027,324.529,328.301,332.781,344.178,355.653,362.098,370.587,376.481,381.669,383.948,386.935,399.51,407.606,414.208,418.924,423.64,425.369,434.251,441.796,450.835,455.472,460.895,464.039,465.611,472.999,479.051,486.125,492.02,494.299,495.792,497.207,502.866,509.704,513.791,517.171,520.708,522.437,524.323,527.153,532.104,535.248,538.156,540.2,541.379,542.479,544.13,546.33,546.33,550.575,551.282,551.754,552.225,571.639,574.468,576.04,577.298,579.184,580.677,581.149,583.114,583.743,585.708,586.729,588.144,588.537,589.009,590.816,592.624,594.196,595.532,596.475,596.554,597.969,600.327,601.584,602.842,604.571,605.2,606.3,607.008,608.501,610.702,612.352,614.789,616.203,616.596,616.675,618.247,619.426,621.312,623.434,623.827,625.242,626.185,628.307,630.115,632.237,633.966,635.303,635.774,636.403,638.682,641.59,643.398,644.97,645.835,646.699,647.249,650.236,652.358,654.245,657.231,659.039,659.432,660.061,660.611,662.812,665.012,668.471,670.2,671.3,671.693,673.108,675.859,677.824,679.632,681.596,682.697,683.247,685.526,687.255,689.613
New Hampshire,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/new-hampshire-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.739,0.739,0.739,0.739,0.739,1.478,1.478,2.217,2.217,2.217,2.217,3.694,5.172,6.65,6.65,6.65,9.605,15.516,15.516,16.255,16.993,16.993,18.471,23.643,23.643,27.337,28.076,28.076,31.031,31.031,35.465,37.681,39.159,39.159,44.331,44.331,44.331,44.331,53.197,59.846,62.063,63.541,63.541,67.974,67.974,84.228,89.4,96.789,98.266,98.266,104.916,110.827,111.566,111.566,126.342,127.081,127.081,127.081,140.38,147.03,150.724,153.68,154.418,155.157,158.113,164.762,171.412,175.845,175.845,181.017,181.017,189.144,195.794,201.705,205.399,209.093,211.309,211.309,211.309,222.392,227.564,232.736,234.953,236.43,236.43,240.863,243.819,244.557,248.991,250.468,250.468,250.468,253.424,256.379,263.767,269.678,271.156,271.156,271.156,274.111,275.589,277.067,277.805,280.022,281.5,282.239,283.716,285.194,285.933,288.149,288.888,288.888,288.888,289.627,291.105,291.844,291.844,292.582,294.06,294.06,295.538,297.015,299.232,300.71,302.187,302.187,302.187,302.187,303.665,306.62,306.62,307.359,308.098,308.098,308.837,308.837,309.576,309.576,309.576,309.576,309.576,309.576,310.315,311.792,312.531,312.531,312.531,312.531,313.27,315.487,316.225,316.225,316.964,316.964,316.964,316.964,316.964,318.442,319.181,319.181,319.181,319.181,319.181,319.181,319.181,319.181,319.181,319.92,319.92,319.92,319.92,320.658,320.658,321.397,322.136,322.136,323.614,323.614,323.614,323.614,323.614,323.614,323.614,323.614,323.614,323.614
Pennsylvania,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/pennsylvania-large.png,0.0,0.0,0.0,0.078,0.078,0.156,0.312,0.469,0.625,1.172,1.406,1.719,2.656,3.203,3.906,4.922,5.781,7.031,7.968,10.624,11.796,13.983,19.295,24.842,26.951,32.654,39.294,43.512,46.012,53.98,60.855,65.698,71.948,81.4,99.68,105.305,126.085,130.694,134.678,136.475,140.068,141.865,147.333,159.832,185.377,193.345,205.845,210.532,212.485,221.703,248.341,261.309,280.37,290.213,295.213,297.322,299.353,305.759,319.821,334.976,345.444,349.975,351.147,352.709,361.536,372.629,380.363,391.378,399.346,401.221,402.002,403.33,411.298,419.735,426.844,432.547,433.953,434.891,442.702,448.561,455.592,460.748,463.326,464.263,465.045,469.81,473.56,477.544,481.372,485.199,485.512,487.699,490.277,493.636,496.917,499.886,501.448,501.761,501.995,504.964,509.182,512.229,513.947,515.822,516.057,516.682,519.416,522.15,524.337,526.993,527.228,527.54,527.618,530.196,532.149,534.961,537.461,538.789,539.336,539.883,541.445,543.476,545.586,547.148,548.007,548.554,548.789,550.82,552.851,554.101,555.897,556.522,556.757,557.069,558.866,560.194,561.991,563.006,563.944,564.256,564.334,566.209,566.678,568.865,569.959,571.053,571.131,571.365,573.631,576.521,577.693,580.739,582.067,582.224,582.224,583.864,586.52,587.458,588.786,590.192,590.348,590.348,592.301,594.723,595.426,596.988,598.082,598.238,598.316,599.801,601.91,603.394,604.253,605.425,605.425,607.066,607.769,608.862,609.878,611.597,611.597,611.597,613.628,614.018,615.737,616.596,618.784,620.268,621.83,623.783,625.111,627.924,629.173
Minnesota,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/minnesota-large.png,0.0,0.0,0.0,0.0,0.0,0.178,0.178,0.178,0.178,0.178,0.357,0.713,0.892,1.605,1.784,2.14,3.032,3.211,3.924,4.281,5.173,5.351,6.065,6.957,8.919,10.167,11.416,12.486,12.486,14.091,15.518,15.518,19.799,21.583,23.902,25.507,28.54,31.929,35.674,39.42,43.523,48.517,51.015,53.69,56.901,61.182,65.998,70.279,74.56,76.165,81.159,86.511,90.613,95.251,99.532,103.099,105.418,109.521,113.802,119.866,123.434,126.466,130.39,131.996,135.028,140.201,145.909,151.795,153.579,156.611,158.751,161.962,168.027,174.27,179.443,184.794,187.291,189.075,192.999,195.675,200.847,206.734,210.658,213.512,215.474,219.041,225.998,228.317,232.776,234.381,237.057,238.127,239.732,242.051,245.44,248.473,250.435,251.862,252.575,254.181,255.429,257.035,257.926,258.997,260.424,262.207,263.278,264.348,266.667,268.094,268.094,268.986,269.521,270.056,271.661,272.553,273.445,274.158,274.693,275.05,276.12,277.904,279.331,280.58,281.472,282.007,282.72,283.255,283.969,285.574,286.466,287.358,287.893,288.25,288.963,290.569,291.46,292.531,293.601,295.028,295.385,296.098,297.882,299.13,299.844,301.271,302.876,303.411,304.482,307.514,308.763,310.19,304.125,312.508,313.579,315.184,318.216,319.465,320.892,322.319,323.389,324.103,325.53,328.205,330.881,331.594,332.308,332.664,332.843,333.735,335.697,336.945,338.729,339.443,340.513,341.048,341.405,342.653,345.329,347.648,349.253,351.572,352.107,352.999,354.069,355.675,357.102,359.42,359.777,360.491,362.274,363.345,363.88
Colorado,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/colorado-large.png,0.176,0.351,0.351,0.703,0.703,0.703,1.054,1.23,1.406,2.811,3.338,4.744,5.447,8.258,8.258,12.124,12.124,14.057,17.044,19.503,24.599,26.356,31.452,33.911,33.911,39.71,43.927,50.779,53.766,57.456,57.632,62.376,65.363,68.35,73.797,73.797,84.867,88.908,96.99,118.427,120.184,120.887,124.049,129.32,134.592,136.524,144.256,146.188,147.945,149.527,158.664,161.475,165.868,168.679,169.909,170.612,173.423,177.464,186.601,190.818,202.063,209.443,213.484,215.066,220.864,228.244,230.176,232.636,233.163,234.042,234.218,237.556,244.584,249.68,252.316,253.545,253.897,256.181,258.992,262.507,265.669,267.778,268.305,268.305,271.116,272.873,276.212,277.969,277.969,280.604,280.78,282.01,284.119,286.578,287.808,288.687,289.39,289.39,290.093,292.552,292.904,293.255,293.958,294.134,294.485,295.364,296.945,298.175,298.878,298.878,298.878,298.878,297.121,297.999,299.405,299.756,302.919,303.095,303.095,303.446,305.379,306.433,306.609,307.663,307.839,307.839,308.893,309.772,311.177,313.813,314.516,315.219,315.219,316.097,317.503,320.138,320.138,322.95,324.004,324.004,324.004,324.883,325.234,325.41,326.288,326.288,326.464,327.167,329.275,329.451,330.681,331.735,333.141,333.141,333.141,333.668,333.844,334.371,335.601,337.006,337.006,337.182,338.412,338.588,339.291,340.345,341.223,341.223,341.75,341.926,342.98,343.508,343.508,346.319,346.495,346.67,346.67,347.373,347.725,348.779,349.306,349.306,349.657,350.712,351.766,352.469,352.996,353.699,353.874,354.577,355.807,356.686,357.213
Florida,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/florida-large.png,0.235,0.282,0.329,0.424,0.471,0.612,0.612,0.847,0.847,1.083,1.365,1.647,2.542,2.636,2.965,4.001,4.095,7.72,8.002,9.179,10.403,11.109,13.321,14.545,16.663,18.358,20.617,21.7,23.489,26.878,28.055,31.444,34.127,35.209,36.433,38.693,40.811,42.035,46.459,49.237,49.66,50.602,51.214,55.121,57.333,59.687,61.852,64.205,64.911,65.853,69.242,72.443,75.314,78.562,80.727,81.01,81.669,83.74,85.999,88.259,90.236,92.448,92.872,94.002,96.591,98.662,100.921,103.086,105.11,105.299,106.005,106.334,109.159,111.277,113.583,115.184,115.372,115.796,119.091,120.785,122.715,125.21,126.528,127.093,127.658,130.152,131.847,134.059,135.424,137.684,137.966,138.296,140.885,142.062,144.086,146.11,147.993,148.793,149.358,152.417,154.441,156.607,158.442,159.572,160.937,162.255,164.985,167.104,170.257,173.411,174.258,175.623,177.836,180.801,183.061,188.709,193.087,197.559,199.677,201.324,207.538,212.81,220.153,226.178,230.415,234.51,238.746,245.054,251.597,259.74,266.095,271.932,275.556,279.181,287.936,298.103,310.012,322.11,330.535,333.454,336.89,348.423,359.014,364.662,373.135,381.702,385.327,389.61,402.602,412.581,419.547,430.28,439.882,444.919,449.014,459.323,467.513,473.021,478.622,483.612,486.012,489.401,498.016,505.217,511.572,515.761,522.728,523.387,526.588,535.39,541.368,548.382,553.089,555.96,557.749,558.785,560.856,570.035,580.202,588.487,593.1,593.476,595.077,601.902,609.057,615.976,622.519,625.438,625.861,626.85,631.51,641.018,649.35
Washington,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/washington-large.png,6.38,7.31,7.31,9.835,11.032,12.494,12.892,14.487,15.418,17.677,19.937,20.867,24.987,26.316,27.247,29.905,31.101,36.019,38.677,41.867,44.658,50.639,53.164,56.62,60.607,64.196,65.791,67.253,68.183,70.442,73.367,76.955,80.145,81.474,84.531,85.461,88.252,91.176,94.499,95.961,97.955,99.55,101.544,104.468,106.461,108.189,109.518,110.316,110.847,111.778,114.569,115.632,118.423,120.284,122.41,123.74,125.6,127.86,129.455,130.651,131.714,132.777,133.043,133.176,137.031,137.828,138.758,139.556,139.556,141.018,142.214,143.277,145.537,146.999,147.663,148.594,148.594,149.258,150.056,150.853,151.252,152.714,153.246,153.777,154.309,156.303,156.303,158.695,160.024,161.22,161.752,162.151,163.613,162.948,165.473,166.802,168.132,168.796,169.594,170.657,171.853,172.783,173.315,174.113,174.113,175.442,177.037,177.967,178.366,179.695,179.961,180.625,181.954,183.948,185.277,187.271,189.264,189.264,191.125,185.942,186.606,188.866,189.663,190.593,191.923,192.321,193.119,194.714,195.112,196.973,198.701,198.568,199.498,201.758,205.745,206.676,207.872,207.872,211.593,212.125,212.657,215.182,215.846,219.701,222.226,224.353,224.353,225.549,228.074,229.137,230.732,233.258,234.72,236.713,237.245,240.302,242.163,244.156,245.884,246.815,247.612,248.144,249.34,249.871,251.201,253.194,253.194,253.194,254.523,256.65,257.182,258.511,259.574,259.574,259.574,259.574,259.574,262.897,263.827,264.624,264.624,264.624,266.618,267.814,268.479,269.941,270.738,270.738,270.738,272.333,275.124,276.586,276.454
Iowa,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/iowa-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.318,0.953,0.953,1.27,1.906,2.223,2.858,3.494,3.494,4.446,5.717,7.94,7.94,8.575,9.21,9.846,10.798,13.022,13.022,15.562,16.833,19.056,20.326,23.502,23.82,25.09,26.361,28.584,30.49,33.983,35.571,37.477,40.335,43.194,47.005,51.451,53.992,55.58,58.438,59.709,65.743,69.554,73.366,77.177,80.035,84.164,86.07,91.786,97.185,100.997,106.713,109.889,111.477,112.748,116.559,124.817,130.216,134.662,141.649,144.825,144.825,151.495,157.529,160.705,166.422,168.645,169.916,176.268,178.173,182.302,185.161,188.337,190.242,192.148,195.959,198.817,200.405,203.264,204.534,206.44,207.075,208.981,211.204,214.38,215.968,216.285,216.285,217.873,217.873,218.826,219.144,221.049,223.59,223.59,224.225,225.813,227.401,227.719,228.354,228.989,228.989,228.989,229.625,232.483,233.753,235.341,235.977,237.565,238.835,239.788,240.423,246.775,248.045,249.316,250.586,251.857,253.445,255.985,258.526,260.432,262.337,262.337,263.29,265.513,266.466,271.23,274.724,276.947,277.582,278.852,280.758,282.028,285.84,289.651,290.604,294.415,295.685,296.638,300.449,302.672,304.896,308.072,309.66,309.66,313.471,318.235,320.776,322.681,326.81,328.08,329.351,332.527,336.338,340.149,346.501,351.9,349.36,353.488,355.712,357.3,359.84,360.793,367.78,369.686,370.639,371.592,376.356,382.39,383.343,386.201,386.836,387.472,388.742,391.918,396.364,397.0,401.446,401.764,401.764,407.798,410.656,412.244,413.832
New Mexico,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/new-mexico-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.478,0.478,0.478,0.478,0.956,0.956,1.911,2.389,2.867,4.778,4.778,5.734,5.734,6.212,6.212,7.645,8.123,9.079,12.424,12.424,14.813,17.202,17.202,21.025,25.326,26.281,27.715,27.715,33.927,37.272,40.139,44.439,47.306,47.306,50.173,53.518,58.775,62.597,65.942,72.154,74.543,77.41,80.755,82.189,86.489,91.268,95.568,99.391,104.647,110.382,115.638,120.894,123.761,126.628,129.017,131.884,135.229,140.486,144.308,144.308,151.476,152.91,155.299,157.21,160.077,164.378,167.723,170.112,172.979,175.368,179.191,183.014,184.925,187.314,189.226,191.137,193.048,195.915,200.694,200.694,205.95,207.861,210.251,213.595,215.985,217.896,221.719,222.674,224.108,224.108,227.453,229.364,231.753,233.665,234.621,235.098,235.576,237.488,238.921,240.355,244.177,245.133,245.133,246.089,248.0,251.823,254.69,257.557,259.468,260.424,261.858,263.291,266.158,268.547,269.981,271.892,272.848,276.193,280.971,282.405,284.794,287.183,290.05,293.395,295.784,299.129,301.996,303.43,306.775,311.075,312.509,312.987,314.42,318.721,319.676,322.543,325.411,327.322,329.711,331.145,332.1,333.056,335.923,339.746,341.179,343.091,345.48,348.347,350.736,353.125,355.037,355.992,357.904,359.337,360.771,365.071,366.505,367.461,367.939,372.239,376.062,377.495,377.973,379.407,382.274,383.707,385.619,385.619,388.486,389.919,390.875,392.308,393.264,393.264,396.609,397.565,399.476,401.865,404.732,405.688,406.644,408.077,409.511,410.466
North Dakota,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/north-dakota-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.319,1.319,1.319,2.638,3.957,3.957,3.957,3.957,3.957,3.957,3.957,5.276,5.276,6.596,7.915,9.234,9.234,10.553,10.553,11.872,11.872,11.872,11.872,11.872,11.872,17.149,18.468,19.787,19.787,21.106,22.425,25.063,25.063,25.063,25.063,30.34,31.659,32.978,32.978,32.978,40.893,40.893,43.531,46.169,46.169,47.488,50.127,52.765,52.765,55.403,55.403,56.722,58.041,59.36,64.637,67.275,68.594,68.594,69.913,71.233,71.233,73.871,75.19,77.828,79.147,80.466,80.466,85.743,87.062,87.062,93.658,94.977,94.977,94.977,94.977,96.296,97.615,97.615,97.615,97.615,97.615,97.615,97.615,98.934,100.253,100.253,101.572,101.572,102.892,102.892,102.892,102.892,102.892,104.211,104.211,104.211,105.53,105.53,105.53,105.53,105.53,105.53,110.806,112.125,112.125,112.125,114.764,114.764,114.764,116.083,116.083,117.402,118.721,118.721,121.359,122.678,123.997,126.636,127.955,130.593,130.593,130.593,130.593,131.912,134.55,135.87,135.87,135.87,138.508,138.508,141.146,142.465,143.784,145.103,147.742,147.742,149.061,155.656,158.295,158.295,159.614,159.614,164.89,166.209,168.848,171.486,171.486,174.124,178.081,179.401,180.72,182.039,182.039,183.358,183.358,185.996,187.315,188.634,191.273,195.23,197.868,197.868,204.464,205.783,205.783,205.783,207.102,211.06,216.336,220.293,221.612,224.251,226.889,233.485,240.08,242.718,253.271,253.271,254.591,258.548,267.782,278.335
Arkansas,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/arkansas-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.665,0.665,0.665,0.997,1.661,1.994,2.326,2.658,3.323,3.987,3.987,4.652,5.316,5.316,5.981,5.981,6.977,6.977,8.306,8.971,9.635,10.632,10.964,12.293,12.293,12.626,12.958,13.622,13.955,13.955,14.951,15.616,15.948,16.945,16.945,18.939,18.939,20.268,21.264,23.922,25.251,26.58,27.577,28.906,28.906,29.238,29.238,30.235,31.232,31.564,32.229,32.561,32.561,32.561,32.561,33.226,33.89,35.551,36.548,37.545,38.209,38.542,38.874,39.538,39.871,41.532,43.858,44.19,44.19,44.19,45.187,47.18,50.171,50.503,51.167,51.167,51.5,53.493,54.822,56.816,58.477,58.809,59.474,60.47,62.464,65.454,69.109,71.103,74.425,74.757,75.422,78.745,79.741,79.741,82.732,86.054,87.715,88.048,89.709,92.035,92.699,93.364,95.025,95.357,97.019,100.009,101.338,102.667,103.996,105.989,106.654,107.318,109.977,111.306,113.299,117.286,118.615,118.615,120.609,124.264,126.257,128.251,130.909,132.57,133.234,135.56,142.205,144.199,146.857,150.512,152.173,154.166,157.821,162.805,168.786,171.112,173.105,177.757,180.747,184.402,188.057,190.05,193.373,195.034,199.353,199.021,200.35,205.666,209.653,212.976,220.285,223.94,228.259,231.25,236.234,243.211,245.537,251.185,256.501,260.488,264.808,270.456,279.427,286.072,290.059,293.049,297.036,301.688,304.678,308.333,312.32,316.639,321.955,325.943,329.597,382.094,384.419,387.41,389.736,392.394,392.394,397.71,401.697,408.342,413.99
Hawaii,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/hawaii-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704,0.704,2.112,2.112,2.816,3.52,3.52,3.52,4.224,4.224,5.631,6.335,6.335,6.335,6.335,6.335,6.335,6.335,7.039,7.039,7.039,8.447,8.447,9.151,9.151,9.855,11.263,11.263,11.263,11.263,11.263,11.263,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,11.967,12.671,12.671,12.671,12.671,12.671,12.671,13.375,13.375,13.375,13.375,13.375,13.375,13.375,13.375,13.375,13.375,15.486,15.486,15.486,15.486,16.19,16.894,16.894,16.894,16.894,17.598,18.302,18.302,18.302,18.302,18.302,18.302,18.302,18.302,18.302,18.302,18.302,18.302,19.006,19.006,20.414,21.822,21.822,21.822,23.934,23.934,26.749,28.157,28.157,28.157,28.157,28.157,28.861,29.565,31.677,32.381,33.085,33.085,34.493,34.493,35.901,38.716,41.532,43.644,44.348,49.275,52.091,52.795,55.611,57.018,59.13,59.834,60.538,61.946,64.058,66.17,67.577,68.281,69.689,69.689,70.393,72.505,75.321,84.472,84.472,84.472,84.472,84.472,85.88,87.287
Utah,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/utah-large.png,0.0,0.0,0.0,0.0,0.0,0.0,0.317,0.317,0.317,0.317,0.317,0.317,0.317,0.634,1.268,1.586,1.586,2.22,2.22,2.537,2.537,4.122,4.122,4.122,4.122,5.391,5.708,5.708,4.122,5.708,6.342,6.342,7.293,7.928,8.562,8.879,10.147,10.147,11.099,12.367,13.001,13.001,13.001,13.001,14.27,14.587,14.587,15.538,15.855,15.855,17.758,18.392,19.343,19.343,20.929,21.246,21.563,23.149,23.783,23.783,24.417,24.734,25.368,25.368,27.905,28.539,29.173,29.491,30.759,30.759,31.076,32.027,33.296,33.613,33.93,35.516,35.833,35.833,35.833,37.101,37.101,38.052,38.369,38.369,39.321,40.272,40.589,41.54,44.077,44.077,44.077,45.346,45.98,47.248,48.2,49.151,49.151,50.102,50.102,51.688,51.688,52.005,52.639,52.956,52.956,53.273,54.542,54.859,55.81,57.396,57.396,58.347,60.25,61.518,63.738,65.006,65.64,67.226,68.177,68.494,71.665,73.885,74.202,74.519,77.056,77.056,78.324,79.593,82.447,84.666,86.569,86.886,86.886,89.106,90.691,92.594,95.131,96.399,98.302,98.619,99.57,101.79,103.693,104.644,106.229,106.229,106.547,109.401,110.669,111.303,111.937,114.157,115.108,115.108,115.425,117.011,119.548,120.816,121.45,122.085,122.085,123.67,125.89,127.158,127.792,129.061,129.061,129.061,129.061,129.695,130.012,131.281,132.866,133.183,133.817,134.135,134.452,135.403,136.354,136.671,137.306,137.306,138.257,138.257,138.574,138.574,138.574,139.525,139.525,139.842,140.477,140.794,140.794
Michigan,https://raw.githubusercontent.com/CivilServiceUSA/us-states/master/images/flags/michigan-large.png,0.0,0.0,0.0,0.3,0.3,0.501,0.901,1.502,2.404,4.307,6.11,9.215,11.118,13.221,18.429,25.941,33.553,41.767,47.976,54.086,61.798,72.816,84.635,96.053,107.772,127.804,138.621,148.136,160.456,177.082,192.406,199.918,223.055,231.168,239.481,247.194,257.911,281.749,298.175,308.992,316.003,332.029,341.244,357.369,367.585,379.504,387.217,402.741,405.947,414.56,418.967,426.279,435.193,440.602,453.723,456.227,459.131,468.146,472.152,479.464,483.27,488.879,489.88,492.284,502.5,506.807,513.718,516.623,523.133,523.634,524.936,527.44,534.251,538.057,541.462,547.272,549.976,552.48,556.186,557.889,560.393,586.334,590.34,590.741,592.544,595.248,596.45,599.455,599.956,602.259,602.56,602.76,604.363,604.563,607.067,607.668,609.671,609.972,610.673,611.875,612.375,614.278,614.379,616.282,616.682,617.083,620.288,620.789,622.191,622.492,622.792,622.792,623.092,626.097,627.199,628.1,629.503,632.307,632.407,633.108,633.609,634.01,635.813,636.514,637.415,637.616,638.317,639.218,639.819,640.52,641.021,641.021,641.021,641.522,643.124,643.225,645.328,646.029,646.73,646.73,647.732,648.132,648.833,651.638,653.441,653.04,652.94,653.641,654.342,654.943,656.546,657.648,659.651,660.252,660.252,661.854,662.856,664.458,664.458,666.562,666.962,667.363,669.466,670.067,671.67,672.271,672.271,675.877,676.377,677.78,679.182,680.183,680.885,681.686,681.686,682.086,682.187,689.699,690.5,691.101,692.203,692.203,693.204,694.306,695.408,696.61,696.509,698.012,698.012,699.214,700.816,702.419,703.02
