country,url,March 16,March 17,March 18,March 19,March 20,March 21,March 22,March 23,March 24,March 25,March 26,March 27,March 28,March 29,March 30,March 31,April 01,April 02,April 03,April 04,April 05,April 06,April 07,April 08,April 09,April 10,April 11,April 12,April 13,April 14,April 15,April 16,April 17,April 18,April 19,April 20,April 21,April 22,April 23,April 24,April 25,April 26,April 27,April 28,April 29,April 30,May 01,May 02,May 03,May 04,May 05,May 06,May 07,May 08,May 09,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31,June 01,June 02,June 03,June 04,June 05,June 06,June 07,June 08,June 09,June 10,June 11,June 12,June 13,June 14,June 15,June 16,June 17,June 18,June 19,June 20,June 21,June 22,June 23,June 24,June 25,June 26,June 27,June 28,June 29,June 30,July 01,July 02,July 03,July 04,July 05,July 06,July 07,July 08,July 09,July 10,July 11,July 12,July 13,July 14,July 15,July 16,July 17,July 18,July 19,July 20,July 21,July 22,July 23,July 24,July 25,July 26,July 27,July 28,July 29,July 30,July 31,August 01,August 02,August 03,August 04,August 05,August 06,August 07,August 08,August 09,August 10,August 11,August 12,August 13,August 14,August 15,August 16,August 17,August 18,August 19,August 20,August 21,August 22,August 23,August 24,August 25,August 26,August 27,August 28,August 29,August 30,August 31,September 01,September 02,September 03,September 04,September 05,September 06,September 07,September 08,September 09,September 10,September 11,September 12,September 13,September 14,September 15,September 16,September 17,September 18,September 19,September 20,September 21,September 22,September 23,September 24
Ghana,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/GH.png,0.198,0.231,0.231,0.363,0.528,0.627,0.76,0.892,1.75,3.071,4.359,4.524,4.656,5.02,5.02,5.317,6.44,6.737,6.77,6.77,7.067,7.067,9.478,10.337,12.483,12.483,13.474,18.692,18.692,21.003,21.003,21.168,21.168,27.542,34.411,34.411,34.411,38.11,38.11,42.238,42.238,51.187,51.187,55.183,55.183,68.492,68.492,71.629,71.629,89.792,89.792,102.077,102.077,132.492,140.781,140.781,155.213,169.314,178.594,182.623,186.189,189.393,189.393,189.393,201.314,207.028,207.028,214.194,218.52,220.699,224.827,235.032,241.174,241.174,251.511,256.53,266.504,266.504,274.0,282.289,293.418,302.764,312.473,318.285,327.268,336.878,336.878,342.063,358.509,367.161,395.099,395.099,402.662,415.772,426.967,436.016,452.99,467.422,467.422,481.094,495.789,510.98,522.902,542.617,552.888,573.0,585.879,598.857,598.857,640.269,640.269,663.287,696.047,725.471,753.674,774.842,787.094,800.766,809.683,825.204,825.204,839.801,862.752,877.514,893.63,913.675,938.873,957.333,979.888,979.888,1025.627,1051.848,1088.769,1110.399,1136.224,1160.53,1160.53,1172.385,1222.351,1222.351,1248.704,1248.704,1290.413,1309.138,1324.164,1338.562,1354.083,1360.985,1367.326,1372.874,1377.927,1381.956,1393.943,1404.577,1408.573,1419.801,1423.137,1428.619,1430.765,1430.765,1436.709,1440.573,1443.711,1445.428,1447.806,1451.372,1456.953,1459.826,1462.898,1468.247,1474.786,1476.602,1478.716,1478.716,1478.716,1481.754,1486.477,1496.417,1496.417,1498.894,1500.413,1500.413,1505.928,1507.711,1507.711,1509.66,1511.179,1515.042,1519.236,1521.152,1521.152,1524.157,1526.436
Mozambique,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/MZ.png,0.0,0.0,0.0,0.0,0.0,0.0,0.033,0.033,0.099,0.165,0.231,0.231,0.263,0.263,0.263,0.263,0.329,0.329,0.329,0.329,0.329,0.329,0.329,0.56,0.56,0.659,0.659,0.692,0.692,0.922,0.955,1.021,1.12,1.153,1.284,1.284,1.284,1.35,1.515,2.141,2.305,2.503,2.503,2.503,2.503,2.503,2.602,2.602,2.635,2.635,2.667,2.667,2.667,2.7,2.865,2.997,3.392,3.425,3.425,3.787,3.919,4.248,4.512,4.775,4.808,5.137,5.335,5.401,5.533,6.389,6.883,7.014,7.475,7.673,7.706,8.035,8.365,8.365,10.11,10.406,11.592,11.658,13.469,13.963,14.259,14.918,15.544,16.104,16.762,18.211,19.199,20.055,21.01,21.438,21.801,21.998,22.657,24.139,24.271,24.929,25.094,25.95,26.872,27.63,28.288,29.079,29.276,29.737,30.231,30.923,31.911,32.503,33.327,34.249,35.27,35.961,36.587,37.377,38.102,40.144,41.757,43.799,45.544,46.17,47.257,49.101,49.628,50.583,51.274,52.098,52.361,53.217,54.963,56.017,56.642,57.564,59.54,61.384,62.801,64.085,64.974,66.818,68.465,69.815,72.878,73.8,74.722,79.398,81.703,84.272,86.873,89.179,91.912,94.02,95.963,98.498,100.277,102.582,105.216,108.806,111.803,113.285,115.524,118.224,120.233,121.748,123.823,125.832,128.96,133.011,135.579,138.543,140.453,142.956,146.348,150.069,153.033,156.886,159.125,161.957,165.975,173.516,180.531,188.138,197.392,202.891,206.283,215.274,222.98,227.623,234.275,239.149,243.661
Angola,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/AO.png,0.0,0.0,0.0,0.0,0.032,0.064,0.064,0.095,0.095,0.095,0.127,0.127,0.159,0.223,0.223,0.223,0.255,0.255,0.255,0.318,0.445,0.509,0.541,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.605,0.764,0.764,0.764,0.764,0.795,0.795,0.795,0.795,0.827,0.859,0.859,0.859,0.859,0.955,1.114,1.114,1.114,1.146,1.146,1.146,1.368,1.368,1.432,1.432,1.432,1.432,1.527,1.527,1.527,1.527,1.591,1.655,1.655,1.846,1.909,1.941,2.196,2.227,2.227,2.259,2.355,2.577,2.673,2.737,2.737,2.737,2.737,2.737,2.737,2.8,2.896,2.927,3.055,3.596,3.755,4.137,4.391,4.455,4.518,4.709,4.932,5.282,5.473,5.6,5.823,5.918,6.014,6.268,6.746,6.746,8.241,8.496,8.782,9.037,9.26,10.023,10.437,11.01,11.01,11.01,12.282,12.282,12.601,14.573,14.701,16.101,16.705,17.214,18.328,19.315,20.301,21.86,22.433,23.833,24.788,25.838,27.079,28.001,29.147,29.656,30.229,31.82,34.302,35.288,36.529,37.038,38.152,40.729,42.766,44.389,47.189,48.939,50.021,53.203,53.425,55.207,56.066,57.753,58.93,59.789,60.648,61.571,62.558,64.117,65.04,65.803,67.903,69.081,70.704,72.645,74.204,76.845,78.627,81.172,83.495,84.45,86.836,88.364,89.254,91.514,93.391,94.346,94.855,96.509,98.387,102.364,104.337,106.119,107.805,109.428,113.565,116.938,120.565,122.442,124.129,126.993,131.002,134.789,138.83,142.393
Peru,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/PE.png,2.706,3.681,4.562,7.363,7.363,10.006,11.422,12.429,13.09,15.103,18.25,19.98,21.113,26.808,29.892,33.511,41.629,44.492,50.187,54.938,71.772,80.583,92.949,136.623,165.382,185.551,215.475,236.588,307.857,324.187,361.065,393.034,424.436,453.73,491.74,513.672,561.247,605.708,658.066,681.162,797.049,865.832,903.024,981.404,1067.65,1163.462,1273.056,1338.347,1445.14,1490.576,1610.679,1724.836,1841.541,1946.037,2045.719,2117.838,2165.508,2267.361,2400.994,2536.232,2658.664,2785.973,2903.401,2987.099,3130.267,3273.025,3422.454,3514.616,3642.239,3774.551,3901.042,4082.659,4276.297,4461.125,4461.125,4898.241,5175.293,5350.335,5606.022,5629.59,5764.388,5896.605,6033.731,6183.411,6283.503,6410.623,6570.687,6758.378,6758.378,6945.943,7228.722,7331.173,7462.194,7580.252,7689.752,7801.045,7908.436,7908.436,8100.658,8206.476,8328.53,8451.654,8570.026,8684.088,8792.014,8884.711,8974.324,9077.027,9188.005,9301.123,9410.654,9525.125,9619.049,9731.538,9845.851,9957.144,10057.77,10154.18,10267.959,10387.433,10505.239,10627.45,10748.12,10872.44,10997.137,11125.83,11125.83,11393.191,11533.621,11676.662,11829.741,11829.741,11829.741,12262.578,12428.967,12607.627,12607.627,12821.875,12821.875,13493.911,13627.639,13841.289,14084.642,14329.599,14595.985,14595.985,15041.188,15201.945,15407.948,15687.203,15687.203,16245.43,16245.43,16544.571,16863.724,17038.262,17284.573,17570.876,17842.705,18126.145,18414.65,18700.67,18892.986,19111.482,19300.148,19571.348,19821.938,20120.04,20363.299,20516.567,20676.788,20676.788,21086.341,21297.253,21512.917,21710.362,21760.643,21905.856,22113.086,22342.5,22550.266,22744.155,22957.711,23091.155,23222.051,23422.8,23602.089,23800.761,24003.807,24193.543,24193.543,24434.285,24627.765
Malaysia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/MY.png,17.281,20.548,24.12,27.478,31.448,36.119,39.874,46.347,49.583,54.835,62.01,65.979,70.833,75.413,80.176,84.45,88.786,95.136,101.762,106.341,111.807,115.806,120.997,125.759,129.087,132.69,138.308,142.979,147.07,152.261,154.856,158.215,160.321,161.97,164.535,165.634,167.374,168.901,171.068,173.755,175.312,176.472,177.694,178.64,181.51,183.25,185.357,188.563,192.288,193.967,194.883,196.257,197.448,199.524,201.172,203.218,205.355,205.844,206.973,208.195,209.294,209.813,210.485,211.92,213.049,213.996,215.522,217.904,219.369,221.201,226.453,232.162,232.62,232.925,236.07,236.986,238.726,239.886,240.497,243.336,251.794,252.374,253.503,254.084,254.297,254.511,254.572,255.519,256.526,257.839,258.083,259.335,259.671,259.976,260.404,260.587,261.228,261.716,262.174,262.266,262.449,262.571,262.755,263.06,263.609,263.701,263.762,263.793,263.884,264.037,264.342,264.495,264.648,264.831,264.922,265.105,265.502,265.747,266.174,266.388,266.51,266.663,266.754,267.304,267.579,268.037,268.678,269.136,269.624,269.899,270.54,271.242,271.639,271.853,273.044,273.441,273.685,274.051,274.326,274.753,274.815,274.845,275.486,275.944,276.707,276.921,277.318,277.654,277.929,278.265,278.723,279.333,280.127,280.89,281.257,281.47,281.959,282.112,282.386,282.631,282.936,283.15,283.485,283.669,283.821,284.127,284.462,284.982,285.165,285.592,285.775,286.203,286.539,286.722,286.905,288.798,291.851,292.584,293.958,299.515,301.285,302.72,303.667,304.369,306.262,306.903,309.804,310.414,312.002,313.742,316.246,320.734,322.902
Uzbekistan,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/UZ.png,0.179,0.299,0.448,0.687,0.986,1.285,1.285,1.374,1.494,1.793,2.241,2.629,3.107,4.302,4.452,5.139,5.408,6.125,6.782,7.947,10.218,13.654,15.536,16.283,17.388,18.643,22.915,25.843,29.817,34.806,38.899,40.304,41.977,44.516,46.757,48.609,50.133,51.268,52.523,53.897,55.63,55.839,56.885,57.931,59.813,60.918,62.323,63.279,64.205,65.4,65.938,66.714,68.656,69.463,70.18,72.242,74.273,75.259,78.038,79.024,80.249,81.802,82.25,83.386,85.298,87.807,88.554,90.466,93.066,94.53,95.277,98.294,100.654,102.895,103.612,105.942,108.243,110.603,112.336,114.816,117.684,119.716,122.315,129.396,132.652,135.042,138.12,141.645,145.469,148.367,151.773,157.241,164.112,169.759,172.298,177.646,183.831,188.671,193.033,199.038,208.838,214.424,221.894,229.512,237.459,245.645,254.041,262.347,271.22,280.721,290.042,299.364,309.581,323.803,331.391,345.493,359.326,373.846,388.306,406.053,420.812,435.631,450.121,466.284,483.583,500.493,512.354,534.224,549.102,567.237,578.411,596.098,613.397,633.653,648.293,674.763,695.259,717.308,740.432,756.954,778.764,808.073,830.361,845.956,868.125,885.901,914.493,935.257,948.493,975.591,995.578,1010.457,1031.58,1055.511,1066.655,1086.075,1108.781,1121.777,1137.522,1151.206,1163.574,1175.585,1184.339,1193.989,1208.419,1216.576,1226.943,1237.609,1251.621,1258.612,1267.874,1275.373,1284.634,1293.448,1302.232,1311.374,1322.966,1342.356,1358.579,1379.104,1395.865,1412.775,1429.178,1446.894,1464.402,1482.687,1501.389,1523.468,1542.828,1555.675,1574.049,1591.676,1608.377
Saudi Arabia,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/SA.png,3.448,4.997,4.997,8.007,10.053,11.456,14.934,16.424,22.415,26.302,29.575,32.264,35.157,37.962,42.463,45.678,50.266,55.088,59.589,63.68,70.197,76.13,81.682,85.686,96.061,106.698,117.862,130.399,144.193,156.906,171.313,186.452,208.721,241.803,273.599,306.388,339.909,373.254,407.096,441.347,476.328,512.07,549.74,586.738,625.46,664.942,704.22,744.024,789.38,837.454,884.067,933.368,985.768,1035.478,1085.277,1141.154,1198.609,1254.457,1310.129,1369.718,1437.138,1520.136,1600.094,1675.872,1749.196,1827.839,1901.835,1979.046,2050.412,2120.521,2185.838,2242.27,2295.312,2343.357,2389.561,2436.846,2491.7,2546.671,2601.292,2664.738,2722.456,2798.176,2889.386,2978.374,3076.831,3172.921,3281.548,3390.642,3505.231,3603.6,3727.307,3859.022,3983.722,4127.477,4266.497,4392.191,4507.365,4606.114,4705.272,4797.007,4888.275,4986.82,5101.905,5216.67,5333.246,5448.477,5576.685,5676.106,5774.972,5897.51,6018.148,6122.772,6245.719,6344.848,6433.573,6526.594,6618.914,6706.412,6787.626,6870.974,6949.646,7027.705,7108.481,7184.844,7259.805,7332.983,7403.969,7476.328,7544.45,7609.854,7679.35,7743.673,7801.187,7859.431,7914.869,7966.275,8013.882,8063.154,8109.124,8148.781,8185.546,8225.378,8265.357,8306.33,8352.125,8395.055,8436.788,8473.523,8517.973,8563.826,8607.137,8647.554,8688.848,8724.706,8764.802,8805.979,8845.812,8883.424,8918.873,8953.475,8985.885,9020.223,9052.779,9083.991,9113.771,9145.011,9173.856,9200.45,9228.242,9254.486,9278.333,9302.677,9326.699,9349.816,9371.91,9394.354,9417.178,9439.827,9460.518,9480.595,9499.386,9516.95,9534.689,9554.328,9572.476,9589.807,9606.64,9622.742,9636.858,9651.236,9667.368,9683.763,9698.317
Morocco,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/MA.png,0.815,1.068,1.377,1.77,2.164,2.698,3.232,4.018,4.777,6.323,7.728,9.695,11.296,13.46,15.624,17.338,18.377,19.895,22.227,25.824,28.69,31.472,33.271,35.828,38.61,40.689,43.415,46.674,49.541,53.053,56.875,64.153,72.049,75.449,80.226,85.593,90.173,96.833,100.261,105.6,109.506,114.227,115.773,119.482,121.421,124.287,128.39,132.886,137.775,141.99,146.655,151.966,155.9,160.48,166.072,170.371,176.497,180.347,182.988,185.658,186.922,189.423,193.048,195.352,197.347,200.438,202.63,206.03,208.11,208.868,211.65,212.915,213.589,214.769,216.765,218.619,219.378,220.108,221.036,222.609,224.885,226.796,229.044,231.096,233.287,237.081,239.076,239.891,241.942,244.247,247.085,249.67,250.962,252.817,254.981,270.127,276.477,280.355,285.835,290.668,306.488,318.599,326.889,333.745,338.663,345.351,352.179,355.073,364.431,373.395,388.4,399.444,404.052,410.459,415.067,423.722,430.719,436.733,442.437,447.804,452.328,456.965,464.917,470.003,478.124,484.334,493.495,498.553,504.735,513.221,529.238,552.027,569.815,586.928,600.978,624.189,653.581,683.452,702.925,717.594,736.112,764.802,800.854,833.001,861.607,899.401,933.965,957.175,988.985,1031.107,1065.979,1102.678,1152.584,1193.947,1223.986,1258.971,1301.402,1338.635,1383.848,1427.825,1471.015,1496.389,1532.245,1569.787,1604.097,1643.55,1687.583,1725.321,1758.788,1792.256,1839.239,1878.636,1927.811,1971.507,2034.282,2073.229,2127.771,2188.383,2241.465,2309.748,2372.636,2435.89,2478.518,2538.118,2585.663,2655.577,2733.133,2804.845,2858.994,2897.659,2960.238,3027.594,3093.798
Canada,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/CA.png,11.092,12.776,17.561,21.383,25.205,34.159,39.291,55.809,74.573,86.895,108.037,125.144,149.039,167.856,197.739,227.915,255.526,301.606,332.425,346.885,421.137,442.707,477.695,511.614,552.054,589.608,623.206,649.48,686.392,722.61,753.989,823.484,877.075,918.29,952.423,1006.549,1053.163,1113.249,1156.978,1177.559,1215.968,1260.177,1326.17,1367.172,1413.012,1455.564,1505.974,1548.285,1617.192,1656.029,1689.653,1729.185,1769.465,1808.837,1842.087,1873.44,1904.792,1935.664,1966.375,1998.797,2030.284,2063.614,2093.711,2122.551,2151.471,2180.392,2211.584,2243.792,2275.974,2301.499,2328.576,2354.529,2378.558,2404.939,2429.877,2450.512,2471.841,2493.465,2511.427,2529.629,2546.414,2564.536,2578.649,2597.439,2613.503,2625.852,2638.655,2650.389,2662.043,2674.017,2683.666,2693.262,2701.922,2712.72,2723.037,2734.718,2746.692,2755.139,2764.226,2773.555,2782.108,2792.158,2796.595,2803.25,2811.67,2828.696,2835.832,2840.938,2850.426,2858.953,2864.913,2870.5,2881.752,2887.312,2895.625,2904.231,2912.998,2917.435,2922.727,2939.727,2949.51,2958.677,2970.732,2981.824,2990.271,2998.102,3018.683,3032.983,3041.456,3057.707,3076.872,3086.36,3094.887,3113.116,3123.807,3136.797,3145.351,3161.495,3167.963,3174.512,3179.991,3198.327,3208.323,3217.785,3231.577,3238.126,3243.979,3262.315,3271.296,3279.689,3292.438,3303.798,3309.678,3314.463,3320.183,3343.33,3351.99,3357.79,3376.34,3382.781,3389.651,3410.419,3418.678,3431.428,3443.616,3457.141,3465.079,3471.734,3499.265,3512.736,3526.608,3542.271,3558.683,3568.572,3578.703,3589.528,3628.605,3638.708,3660.653,3679.897,3692.941,3705.664,3744.634,3766.071,3791.516,3818.967,3850.346,3865.154,3895.705,3944.698,3978.697,4007.671,4038.356
Afghanistan,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/AF.png,0.552,0.578,0.578,0.578,0.631,0.631,1.051,1.051,1.945,2.208,2.471,2.892,2.892,3.154,4.469,4.574,6.23,7.176,7.387,7.86,9.174,9.647,11.119,11.671,12.723,13.695,14.589,15.956,17.481,18.769,20.609,22.081,23.816,24.526,26.182,26.97,28.705,30.913,33.621,35.513,38.457,40.245,44.766,48.052,50.97,57.069,61.38,64.902,71.079,76.074,84.748,89.165,93.66,99.311,106.014,115.714,123.206,130.461,137.374,148.231,159.114,168.288,175.175,185.9,201.172,214.105,228.064,242.259,262.815,278.166,293.702,310.998,327.428,342.674,359.051,381.815,399.69,414.016,433.968,453.893,474.581,498.633,513.932,534.725,549.84,564.087,582.041,601.703,618.947,633.563,651.017,671.022,691.604,706.43,723.726,732.822,747.174,757.925,766.442,774.959,779.139,793.202,800.457,804.795,814.021,821.145,828.479,836.865,841.754,849.692,858.84,866.174,872.457,877.556,883.077,891.331,898.849,903.37,905.604,905.709,913.201,919.878,921.876,926.055,927.948,932.522,933.863,936.202,939.146,944.43,945.823,947.269,950.45,953.236,955.996,958.704,960.57,964.066,964.986,964.986,965.959,966.879,968.114,969.875,973.004,974.029,974.029,976.868,979.68,981.678,983.755,983.939,987.093,988.276,988.355,988.355,988.355,995.111,996.11,997.66,998.87,1000.315,1000.736,1001.866,1002.287,1002.576,1002.655,1003.154,1003.233,1004.048,1005.284,1006.467,1006.887,1007.413,1009.358,1011.882,1012.565,1013.196,1013.932,1014.826,1015.746,1017.717,1019.189,1020.32,1021.371,1021.818,1022.107,1023.053,1026.339,1027.128,1027.706,1028.994,1029.651
Poland,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/PL.png,4.609,6.198,6.536,9.245,11.068,13.958,16.51,19.505,23.464,27.37,31.797,36.172,42.656,48.49,53.516,60.182,66.51,76.719,88.099,94.453,106.823,114.922,126.25,135.547,145.182,155.078,165.521,173.802,180.573,187.552,197.448,206.198,218.203,227.656,241.849,249.818,256.667,264.818,273.724,283.646,293.568,302.526,309.948,318.177,329.167,335.339,341.276,348.307,356.589,364.74,375.807,383.854,391.849,400.156,407.578,416.562,425.156,440.651,448.021,458.724,469.167,475.443,482.526,491.797,501.771,514.036,524.557,536.953,545.078,555.365,563.307,574.844,585.234,594.401,602.995,613.828,619.427,629.297,635.286,642.891,652.292,661.719,676.719,691.693,707.292,717.708,725.052,734.401,744.193,755.651,765.417,775.729,786.328,799.505,807.682,815.521,823.438,831.536,839.245,847.057,854.714,862.474,869.661,877.969,882.995,889.427,895.651,905.599,915.26,922.005,930.182,936.198,941.536,948.229,955.443,962.266,969.167,977.109,986.745,994.531,1001.484,1008.359,1017.031,1026.224,1035.052,1044.375,1051.641,1062.031,1071.927,1082.812,1094.74,1109.948,1121.484,1130.26,1143.333,1156.667,1172.682,1189.792,1206.927,1221.198,1236.172,1253.88,1270.547,1289.453,1310.521,1332.474,1348.724,1364.844,1379.193,1397.812,1418.932,1440.599,1460.677,1476.146,1491.641,1507.188,1526.328,1546.302,1569.818,1593.255,1608.385,1622.656,1642.526,1661.51,1684.609,1705.208,1724.974,1741.406,1754.479,1768.802,1784.297,1800.234,1818.229,1832.995,1844.375,1852.24,1862.656,1873.62,1886.797,1902.266,1917.969,1931.042,1940.859,1956.615,1972.24,1994.036,2013.75,2039.844,2063.542,2083.021,2101.536,2126.901,2156.484
Iraq,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/IQ.png,3.154,3.918,4.172,4.884,5.291,5.444,5.927,6.767,8.039,8.802,9.718,11.651,12.872,13.915,16.026,17.655,18.519,19.639,20.86,22.335,24.447,26.227,28.542,30.577,31.341,32.536,33.528,34.393,35.055,35.614,35.996,36.479,37.7,38.489,39.15,40.041,40.753,41.491,42.661,43.45,44.849,46.299,46.985,49.046,50.954,53.04,54.77,56.449,58.408,59.679,61.842,63.088,64.691,66.217,68.151,70.389,71.687,74.103,77.131,79.954,81.226,82.931,86.594,90.41,91.86,94.734,98.626,100.839,108.675,113.686,117.833,123.327,130.628,138.82,149.402,157.186,163.801,174.714,187.917,207.784,224.879,250.471,282.32,314.576,342.941,362.961,392.114,424.192,452.048,482.066,514.093,542.228,577.461,616.993,654.21,695.803,743.373,785.245,831.239,877.69,933.656,995.65,1047.901,1100.534,1154.973,1199.466,1249.275,1310.71,1366.268,1425.083,1484.457,1538.514,1584.202,1645.917,1715.645,1770.847,1843.297,1912.847,1971.661,2028.364,2079.802,2133.477,2191.503,2242.966,2295.09,2353.854,2408.878,2471.61,2540.448,2600.509,2663.724,2736.53,2799.084,2864.03,2933.91,3009.412,3084.788,3169.906,3223.2,3285.449,3355.024,3427.169,3499.262,3576.774,3664.818,3749.402,3818.748,3907.377,3993.767,4081.302,4179.013,4281.099,4390.308,4500.916,4582.371,4698.779,4802.9,4904.528,5013.61,5114.475,5198.194,5290.893,5391.682,5489.29,5582.167,5688.425,5785.958,5880.87,5976.444,6063.037,6163.419,6284.381,6412.49,6530.628,6623.505,6733.249,6857.746,6965.683,7082.625,7190.842,7295.294,7385.118,7491.173,7598.626,7709.463,7819.512,7929.026,8028.415,8115.874,8213.076,8333.249,8461.842,8575.579
Ukraine,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/UA.png,0.167,0.333,0.333,0.381,0.69,1.118,1.737,1.737,2.307,3.449,4.663,7.374,8.469,11.3,13.036,15.344,18.888,21.338,25.501,29.141,31.115,31.377,34.779,39.679,45.008,52.406,59.733,66.061,73.792,80.215,89.54,98.984,110.902,121.464,129.624,135.833,145.705,156.814,170.564,181.911,193.282,204.986,214.311,223.85,234.698,247.544,258.368,271.451,283.393,293.337,302.043,313.628,325.689,337.679,349.93,362.347,372.243,381.164,390.727,400.766,412.256,424.816,435.117,442.848,449.033,457.454,468.778,479.292,489.569,499.227,505.388,513.452,521.089,532.436,542.641,551.99,563.123,584.295,592.216,603.873,618.051,631.396,644.694,656.541,667.912,677.475,690.225,706.663,723.529,741.656,757.69,773.985,789.995,808.478,828.627,850.56,871.018,888.765,905.298,925.399,948.022,971.858,998.525,1021.291,1043.271,1059.495,1076.528,1092.466,1113.805,1134.834,1156.79,1176.773,1190.689,1204.225,1224.088,1243.785,1263.554,1283.179,1299.974,1315.151,1330.518,1350.691,1371.173,1390.822,1411.447,1429.146,1445.56,1461.903,1481.909,1502.7,1526.584,1553.798,1576.254,1596.118,1618.336,1643.267,1672.336,1698.599,1727.264,1754.669,1778.933,1805.076,1835.74,1867.759,1903.514,1939.577,1968.908,1993.767,2022.575,2057.806,2096.629,2138.997,2183.672,2223.993,2260.08,2299.236,2346.932,2398.125,2448.985,2505.816,2554.393,2598.52,2639.318,2679.853,2727.668,2787.354,2848.705,2900.54,2952.922,3003.996,3064.752,3123.439,3189.309,3258.225,3310.679,3364.274,3423.508,3485.287,3547.97,3624.735,3700.502,3761.496,3822.323,3893.665,3965.411,4052.93,4132.145,4211.718,4284.773,4350.929,4422.057,4507.648,4590.385
Sudan,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/SD.png,0.023,0.023,0.047,0.047,0.047,0.047,0.047,0.047,0.07,0.07,0.07,0.07,0.117,0.14,0.14,0.164,0.164,0.187,0.234,0.234,0.28,0.28,0.327,0.327,0.35,0.397,0.444,0.444,0.677,0.747,0.747,0.747,0.771,1.542,1.542,2.499,2.499,3.27,4.064,4.064,4.975,5.536,6.423,7.428,8.759,10.324,12.449,13.828,13.828,15.836,18.172,19.9,21.722,25.95,27.188,31.883,35.643,38.797,42.464,42.464,45.874,53.465,53.465,60.519,63.719,63.719,73.295,78.901,84.741,89.225,92.869,92.869,101.511,101.511,105.599,112.115,117.394,120.828,124.028,128.442,133.464,136.991,142.036,142.036,145.797,150.118,153.738,157.195,160.675,163.665,168.64,173.662,180.786,187.326,187.326,194.24,200.406,200.406,203.163,207.624,207.624,209.843,216.219,216.219,216.219,216.219,216.219,223.6,223.6,225.702,228.132,228.132,231.098,233.504,235.536,237.264,238.339,239.413,239.413,240.955,243.314,245.883,245.883,245.883,249.504,256.744,256.744,256.744,262.467,262.467,263.985,265.924,265.924,266.835,268.517,268.517,268.517,271.973,274.169,274.169,274.169,275.15,275.15,275.15,277.813,277.813,279.261,279.261,281.059,281.059,282.975,284.073,285.217,287.623,289.865,291.617,293.042,293.883,294.84,296.218,299.815,301.38,303.039,303.039,304.697,305.561,308.061,308.061,308.061,308.061,308.061,308.061,308.061,313.153,313.853,313.853,313.853,313.853,313.853,314.624,314.624,315.699,316.142,316.142,316.142,316.142,316.142,316.142,316.609,316.609,317.147,317.147,317.474
Algeria,https://raw.githubusercontent.com/google/region-flags/gh-pages/png/DZ.png,1.244,1.382,1.705,2.004,2.073,3.202,4.631,5.299,6.082,6.958,8.455,9.423,10.459,11.773,13.454,16.495,19.513,22.716,26.978,28.821,30.411,32.783,33.82,36.216,38.382,40.57,42.045,44.095,45.685,47.689,49.763,52.251,55.707,58.379,60.568,62.618,64.761,67.041,69.276,72.041,75.013,77.915,81.026,84.067,88.651,92.291,95.701,98.949,103.073,107.082,111.459,115.122,119.384,123.693,128.047,131.848,135.719,139.773,144.058,148.413,152.721,157.144,161.706,165.899,169.953,173.755,178.04,182.417,186.91,191.356,195.895,200.364,204.05,207.275,210.432,213.496,216.422,219.163,221.767,224.232,226.489,228.885,231.535,233.931,236.488,239.184,241.533,243.952,246.464,249.044,251.555,254.135,256.808,259.595,262.291,265.032,267.958,271.184,274.616,278.21,282.173,286.712,292.241,298.761,305.787,312.653,320.393,328.802,337.672,347.187,357.093,367.253,377.92,388.863,399.668,410.266,420.264,431.092,442.22,453.601,465.742,478.505,491.983,505.644,519.49,531.816,545.8,559.324,573.008,587.108,602.659,616.597,630.258,644.45,659.241,673.386,687.255,700.226,713.035,724.9,736.58,748.837,761.531,774.686,786.873,799.267,810.026,822.743,834.078,845.482,856.725,867.714,878.519,888.886,899.069,908.722,918.007,927.475,936.898,946.136,955.167,964.337,972.861,981.869,991.015,999.931,1008.639,1017.048,1025.066,1032.876,1040.363,1047.528,1054.532,1061.397,1068.147,1074.805,1081.371,1087.776,1094.042,1100.124,1105.999,1111.69,1117.265,1122.748,1128.093,1133.346,1138.391,1143.229,1147.906,1152.444,1156.845,1161.13,1165.254
